grade,credit,weight
F,18,63.81929786648392
F,18,69.07449185508915
F,17,68.12710927578638
A,18,72.13416883705831
F,18,71.89989870093838
A,16,67.67835527037835
C,17,70.19193740641651
F,19,69.82000508448166
F,18,62.213534540870114
C,15,78.8625708753849
A,16,71.0630182830211
C,16,70.07933241279898
F,18,62.15600669048376
F,18,61.107886393889984
B,20,70.76437987522122
A,18,74.19258048235905
A,15,75.39237037927454
F,17,72.69204542645068
A,16,56.0199685702706
F,20,75.26433045749157
A,18,74.77010320102424
C,15,57.316814077732076
D,16,73.03613106531716
A,19,72.79545349865056
B,18,67.0661689334246
B,16,63.103707800837554
F,18,61.00601886799747
A,16,56.94759045722061
D,18,63.387046701377585
C,17,60.16830164791519
D,21,66.11284765282865
C,19,60.23994509286098
A,16,76.32161633462442
D,16,81.53808809260353
A,18,56.23574798683703
B,19,63.092878650815635
B,15,76.32222902839993
D,15,66.87909710714895
D,17,75.3789015612404
C,19,72.19490675011667
F,20,62.297192933114744
C,17,69.32979986468087
A,15,67.25134198360408
C,17,79.65970228686982
F,17,69.01930782552063
A,17,75.00404636109344
A,17,54.22046733759204
D,16,54.60898028277088
C,19,65.18438851110835
D,16,69.56732252450085
F,19,64.60202825065528
D,19,67.76546184570083
C,17,62.149622907002254
A,15,59.15038698628598
A,20,69.54478468226084
B,19,71.99184873611156
A,18,64.06839135510144
A,18,57.274119966849426
A,15,57.20513817532738
A,16,61.05283093614048
C,19,78.95349483583193
B,20,86.88736368111608
D,18,74.06935000176463
B,17,55.69612590544636
B,16,63.34114072457925
D,17,70.90628460217518
D,19,61.81911447640006
B,17,68.78964242945597
A,16,78.38686587568034
C,19,72.830457705293
C,20,59.05057170981924
C,19,68.41305319496952
A,20,79.53439479760989
D,16,68.60264235865836
C,17,85.16749524027132
A,15,62.73443429846861
C,19,65.96069176730502
A,14,84.42443871638972
C,15,57.05203569682305
F,17,77.7415123971056
F,17,63.654427416812254
C,19,62.01730915141021
F,15,68.17499768856987
C,19,50.85281748213144
F,17,74.01554782788399
D,20,55.7176078797731
B,18,61.14887171841427
D,17,75.24057817192329
C,17,70.95646396850513
F,14,58.67824338475171
D,18,64.39195711076727
D,20,61.6931067466786
B,17,60.89444299182657
F,17,60.66423093623368
B,17,71.48321398609632
B,18,65.82793708177655
A,18,72.53304871037827
C,19,69.99027825049882
F,19,55.36621721756012
B,18,75.08680079352376
D,19,70.26020404061606
D,16,76.2130524523635
B,13,75.73814535315103
C,19,73.35512065895904
D,18,66.41650843985144
A,19,75.93418933433955
C,17,60.93653372771445
A,14,62.59636425022243
D,18,63.422970283836385
B,21,62.79843141544575
F,19,70.76403553092412
D,20,62.03810355228645
A,20,73.74673793603992
F,15,69.20732672594289
C,16,65.72211022613465
A,19,72.16416779505852
C,15,62.33784331838402
B,17,57.72240487471858
C,17,72.78884742124171
C,15,79.9047106330633
B,17,55.152308758347665
B,18,67.63409097664088
B,20,69.58378244832278
F,16,73.44561514673669
D,20,61.051917149793994
D,16,59.665121284765334
D,16,75.46953353875169
D,19,65.3184476731853
C,14,66.28636653673523
C,18,58.11827419432473
B,16,75.18671308050716
A,19,65.27419087597015
F,18,78.30276844383307
C,15,66.0798457016777
B,19,61.22074731364953
B,15,62.13037578294835
A,16,65.3954109798761
B,18,60.440173524993725
D,20,56.17684444895354
F,15,65.77345040152892
F,18,67.50453418748636
A,19,81.77129966207436
B,16,66.508198549989
D,17,66.2741052158157
C,18,65.09105179119611
A,18,67.2838294567309
B,18,78.17571313127304
D,16,64.48907123518147
D,17,65.25544106409097
B,16,77.78140378473356
C,18,58.53810535046891
A,18,74.101679674161
D,18,62.75075313077971
A,17,61.63538226429354
F,20,64.66112579465643
C,15,83.34714571142298
F,20,67.15051558999981
B,18,64.7044496682109
A,19,89.90445324488616
C,17,62.60295106305609
A,20,76.2485968059614
F,18,71.86771631079024
A,18,75.36435605714968
C,17,63.6939143991857
F,20,63.422147395435864
D,17,61.10210539884157
F,18,50.59175420629441
D,17,72.98468230853847
D,18,73.9015792130791
B,21,54.81283863067099
A,18,72.57050706801131
D,16,70.43346878629808
A,15,69.56198868279981
D,19,59.98726858887086
A,21,55.42822852891898
D,19,63.44784762811747
A,16,77.09274324399256
C,19,55.64505232556162
D,20,58.133002520715294
A,19,77.73273779307334
D,21,84.1017485726742
F,17,73.18410175672918
F,16,79.78182515429005
C,19,85.91392276205717
D,17,62.749960770060255
C,17,65.48789002065514
F,18,58.52342648852936
F,18,58.09162150446866
D,16,59.666764309832736
A,19,66.69981327936429
B,18,69.34276726360865
B,18,78.82264314096929
B,17,66.20352606883013
A,19,54.53290210745621
B,17,71.3973657359661
B,20,62.80883817793585
D,19,69.28393264084443
D,17,74.35439767623173
D,20,59.87795183751164
D,17,71.42462735300886
D,17,73.38627599648504
F,17,69.49903745266022
B,19,65.51783608904155
F,18,72.36598364143181
C,18,66.87426116564765
F,17,73.25677336145586
B,22,59.00854778590108
D,17,57.09603153111416
C,18,70.17747688067283
F,17,63.74237604551414
F,20,71.90399186230023
A,18,69.24066326854353
D,17,64.70480639757444
C,18,43.7367103266608
A,15,60.548830767871046
D,16,70.0522926577078
A,15,65.47580388263435
C,19,69.51165744801101
F,16,70.27998028251034
A,16,58.20144813429083
F,16,55.09927884969608
C,19,63.0178885109291
D,20,58.680634196781085
A,17,63.92339679083157
F,16,66.67202843699033
B,17,57.08769923031516
C,18,70.493089468011
A,18,76.32304143462088
D,19,75.28443520708947
B,17,58.83386691254133
D,17,69.44582538082052
F,17,42.722718289468055
D,16,70.54988897950876
D,15,69.94556551167038
A,20,86.20585655336433
D,17,72.62328629529937
A,13,62.42003782626809
B,18,66.89677806089986
C,20,69.77871028723187
B,20,72.12293988145235
B,17,49.9906653890814
B,21,69.5987955927278
A,16,67.95798471055954
C,17,78.87043188504344
F,15,66.53481859690059
C,14,76.32437939809117
F,17,73.32720163658666
F,18,73.11818652917195
D,19,71.71378677640855
D,17,70.14707627524268
F,17,77.0157341575371
C,18,78.25479629874215
D,17,39.96483386830031
B,17,77.53781558832864
F,19,70.18023271319163
B,15,83.03086804620003
F,19,79.11492890661206
F,17,63.2028382013895
B,17,72.82554142285532
D,19,60.032819543236215
D,18,62.36862784154246
D,18,65.07309670874473
D,16,53.63499207172072
B,18,74.85498759659328
B,18,71.90942671526318
D,18,63.085054725838845
A,16,74.37257466465074
F,19,70.98799119913389
D,18,81.47496135361638
D,17,69.1195657732841
B,19,75.43559465183712
D,17,63.60290260175423
F,18,74.23502928399317
F,21,78.22001620775254
F,16,73.94389036929805
D,18,76.21294596449057
F,14,68.4311296542364
B,18,59.00453743641106
F,18,71.79856063160055
C,20,67.69147728758006
A,19,78.14297963067122
A,16,83.99755088639127
B,19,63.88087795640151
C,17,71.0727223636105
D,19,66.35831640950857
A,19,71.11513236872989
B,19,71.94472577492498
D,20,73.42566621948146
C,19,59.12031478917546
B,15,77.09350051697328
D,15,54.12343376524347
A,19,69.58618645521024
F,15,70.67106555574303
D,17,57.25416003839125
F,19,75.76402799705559
D,20,68.80658259870857
B,18,68.937317348259
F,13,49.011493103643986
B,18,56.07484481558434
F,17,69.16903455809904
F,16,71.79416205399971
A,17,57.1379842986822
A,18,69.19179327288523
D,16,77.10111789327354
A,19,83.71830378654359
A,15,75.44649588202722
B,20,64.49935316291361
D,18,63.59873932600701
F,18,72.04653938035551
A,16,71.90996756704455
B,16,68.73711451267093
B,19,81.1734476204236
D,18,70.13172882011845
D,18,51.70666571455233
D,18,83.77349850623054
C,17,77.95391368843231
C,19,64.30781435797778
D,20,54.48301092863087
F,18,74.68677892767404
F,17,61.51188605475604
F,15,59.53142573386146
A,20,66.3231163776342
C,14,82.4789378768401
D,16,72.00209021366071
F,17,65.20494018904344
A,16,56.61923983295661
C,17,69.1237078616254
A,17,73.02131757236586
B,17,68.40477794816871
A,18,60.371713117429
B,16,80.4280922998228
F,18,57.73805872806022
D,18,64.56033351482422
F,20,73.68610421229626
A,19,70.00031518794407
A,15,63.393094595170034
F,18,71.33654271707141
A,20,60.99325564579735
D,18,69.8474732242974
C,17,55.260617017269404
F,18,69.88135936929277
A,15,74.74803127768897
D,18,67.59292298878262
D,15,58.08872130763268
B,17,68.2990225797195
F,17,68.2895284380001
B,17,59.82905526964855
F,17,59.14584406519866
C,18,58.22465618962005
F,16,73.01672792634365
A,21,44.31190532353348
B,16,65.56744936932938
A,17,60.65603569630953
D,19,66.61282937179983
D,17,68.09684879611048
C,17,67.05494199349863
F,18,61.679258944911055
B,16,67.15780670495658
D,19,90.42074512243286
F,17,72.63165204625456
C,19,61.694940398597076
C,17,57.73079166216544
D,17,82.61668665886313
A,18,72.29351740043292
B,18,68.01606377350753
D,17,80.95503344785436
C,18,75.27936421988802
B,17,64.36706409955384
A,19,72.15650585732122
F,16,57.75145734699046
D,19,73.17776527708102
A,18,53.39023553188263
C,18,80.48257022941272
D,17,70.88342441585255
C,19,53.252138537810815
A,20,70.13173168608557
F,19,71.3459823196604
A,18,78.12981221643818
B,19,73.82312512328171
C,16,60.356388981734966
B,17,78.02681298933204
C,16,83.54767394699881
D,21,76.00193661140396
A,15,78.40656638591021
C,20,74.63034907016095
C,18,64.36348973595405
F,19,68.01981708525187
C,15,76.53248749784001
B,18,68.8031130312672
B,17,64.20867557981069
C,17,75.21323405182983
A,18,73.57695825802475
D,19,68.8295077228503
D,21,63.30613900599331
B,18,77.16307988313037
D,15,70.15471684162652
B,17,72.33731476483203
D,16,64.07699654456705
F,17,58.557078902517276
D,17,65.50201359481505
F,17,75.53010476571555
A,17,60.18344321910333
D,19,67.79003694527593
A,19,74.05522233336049
D,18,53.91148697696436
A,16,69.64591234116959
A,17,62.83585619481502
F,18,64.63082021361129
A,17,77.56605849567549
D,18,65.47048068451326
A,17,66.39127345011525
C,19,70.03935437607005
F,15,59.54786275886205
B,17,56.86891337477879
B,18,60.3400116677992
C,15,55.43932968209584
D,18,67.87157274259118
F,15,69.13301240618836
C,14,77.05611592206755
D,20,56.525444167902464
D,16,72.00125199633621
F,16,50.33439216790715
F,16,67.95947232852123
B,16,67.69881295811314
C,19,94.58573378003857
C,17,56.55740948674248
D,15,76.15258726127226
A,16,62.1670347608857
F,15,74.87185993794868
C,17,65.43496083212088
C,15,54.216673406249015
D,18,63.315425868193614
B,19,69.98413412601411
C,15,55.73298975488498
D,16,65.84711721793474
F,17,72.47728051606715
C,17,59.767909465046145
D,17,69.82948539613372
C,18,75.99712095455226
A,18,53.70439664834059
C,18,61.54629087303224
B,17,67.3392544257723
C,19,50.29715497203535
F,19,58.24018329713167
F,17,70.20057380841169
B,17,61.59120315693239
B,21,73.34315002887728
B,16,65.6287914082424
B,17,76.55264105467505
C,16,69.98596206955007
A,18,65.6779540357019
D,19,70.59390473265532
C,14,63.34277200615504
C,17,75.03597731406133
A,16,72.65320050102328
A,17,68.95514229307506
C,18,66.94513004947775
B,17,64.6077195985713
C,18,74.91001348760909
C,17,72.34498556764841
B,17,68.187096546249
A,18,64.58131760716795
A,17,79.74929076854029
B,21,76.78090755326592
B,16,58.32711483889361
C,19,78.30895290872397
A,16,66.61872174224743
D,19,66.96025711281943
C,19,68.03411681791353
A,19,78.05965575447972
B,19,71.44891587660622
B,17,72.7281628107349
C,16,74.374675619592
D,17,74.65871431075102
F,18,68.30037883562429
A,18,66.17457424537156
F,21,56.85194958807065
B,20,75.14463090316802
F,17,77.92073468847276
F,15,77.74542164981628
C,18,76.02768280668164
D,22,66.55193154228628
D,18,77.91755331247275
F,17,65.07301708834962
C,17,62.73325449717314
C,16,61.53952193900068
F,18,64.37832053300934
C,17,90.98376260236216
D,15,58.67559432647739
D,18,78.58708096820224
D,19,67.08599432334753
C,17,69.10848603662978
D,18,59.470811548672685
B,17,60.40506330671738
F,17,70.78446651610928
C,18,77.74686006498455
A,17,60.8283652643417
A,20,68.0241577262584
B,16,82.13719442029935
C,17,64.81675173720808
C,18,67.04033582240727
D,18,72.61112256845469
D,19,65.0835971803766
A,17,82.30490589370218
A,17,75.59448252685284
F,19,60.86358606613396
F,20,80.02960885776318
D,19,68.53875876255135
B,15,73.22969398822555
A,15,62.29473609983111
C,17,61.54600221154691
A,17,67.3950578579371
C,15,70.05907326160107
F,19,66.61326593779272
F,18,70.9120840838938
C,17,70.98674877629541
A,15,71.59016323512701
D,15,70.87860916350878
D,14,69.75468935326768
C,17,63.54240948761086
C,17,81.87320028411229
F,16,72.18069119545319
A,17,87.59659523638528
D,21,64.88646930367149
B,18,73.3881950575553
A,18,65.50984332773542
B,16,61.262740475128304
F,14,52.3096301774558
C,18,75.26767517426906
A,17,79.26805004812744
F,19,42.06954647841826
D,18,65.66346010824773
D,19,49.7666598349511
A,17,53.06495252018583
C,16,65.75102579828818
C,17,69.1060476983133
F,18,57.50557863776281
A,17,62.145928556459324
F,16,85.06869909086163
A,18,63.53536333147907
F,17,73.85188928926506
D,19,57.79019232145524
C,16,66.44281516095158
B,20,75.9858658447372
F,18,67.35396038094726
B,18,73.24328886859932
F,17,64.65003294803607
A,19,69.16904624730202
D,19,69.13185669280375
B,17,73.3110614295885
F,20,80.35149556906991
C,20,60.95446370597651
B,14,62.200216933759016
F,16,75.6332298807915
B,18,64.51447214960871
A,19,69.74486682192861
A,17,65.19233614402329
A,18,50.58457117214921
A,19,66.4261978549214
C,18,64.10166427858677
C,19,71.85788826224123
D,20,71.77632654855881
C,16,68.82661860248142
C,16,72.37258089433229
C,19,76.99952878473896
B,17,58.99445411533927
A,16,60.04646644320871
D,15,81.96180191605005
B,18,50.374988324873684
C,20,76.84242715059614
B,18,65.1206581187528
C,19,72.50169990981219
F,18,83.41321454485951
A,17,65.15059703158244
F,19,81.41392347215817
D,16,76.35484867463246
F,17,60.71924020686025
A,17,80.28831096786304
F,19,87.52337741241587
F,18,68.2182995300836
A,18,70.47767250142077
D,19,63.26088478480184
C,19,77.67098655453981
A,16,76.88524571899993
A,18,68.54806548379199
D,14,78.47352249743271
C,18,73.65227505914787
F,16,63.3994363180327
B,18,64.34505312006682
D,17,66.91438603028261
C,17,66.33226422178608
F,18,65.7625239505001
B,17,84.64322134724185
B,22,74.81417638685888
B,17,89.97649658858774
F,18,63.457911559900225
B,16,52.12145155273282
A,20,68.58058382322133
D,19,59.47311798885008
C,16,63.441734206058086
B,18,87.09214916620397
A,19,68.87735776026791
B,17,66.26675514845024
B,17,71.95630503979216
A,17,59.98572353082662
C,17,67.72375956781885
D,17,71.56543090443209
B,18,70.989348827161
A,19,86.78230885617654
A,18,58.90046276864359
A,17,89.39728312116232
A,16,59.29918288617248
A,16,67.39169741410137
C,17,66.78101046620829
C,19,74.85889972580257
C,18,76.24315450501537
C,19,70.85216025194387
F,19,61.86772000489814
D,16,78.85878964898073
B,15,69.973345785845
C,17,63.8962582453986
D,17,61.61180953952911
D,18,70.78532092926653
D,18,61.72265648471522
B,19,62.210863210234464
C,19,83.36377450830715
A,17,65.58238225445061
A,18,58.615133196385834
A,17,67.1631430258491
B,18,73.99977636413134
B,20,58.15397596467509
F,17,65.25376793194943
C,16,69.84390496373987
F,19,69.25336878148434
D,18,78.58106807481799
B,15,70.41283699573016
C,19,58.607282358863685
A,17,75.41164363080773
D,15,69.10520252438452
D,15,59.08053187912968
F,19,76.05939050795448
A,18,59.155050275248136
A,17,63.881928165632594
F,15,76.38387141518592
D,19,71.04633203490768
F,20,59.26308426859948
D,20,66.11190363007589
B,18,76.70815220578085
A,19,77.83242812088453
D,18,63.36878691421261
B,18,62.13237654149869
B,18,69.5027544686164
D,17,78.02126599216041
F,16,63.50115025328624
F,17,62.30621069441669
B,17,71.61793630875374
D,15,58.61928133030184
C,20,69.10156384918862
C,16,84.08293328171013
A,17,77.85153669165406
A,15,75.34486040498453
B,17,83.52291570836563
A,17,68.6916744820627
A,18,72.48904282901483
D,15,53.301798233576676
D,15,68.4428168586731
F,19,65.6620255723192
D,18,65.67727147412708
B,16,73.74325424636666
D,18,86.60126952887977
F,19,70.37638978160261
B,19,70.65955203082235
F,19,78.22756620549961
D,19,79.445976717909
B,16,60.96307062906064
F,16,68.70637157748715
A,17,63.59499458791214
F,20,75.54330333863435
D,21,61.51160775306404
A,15,66.70659253040797
F,17,70.8605983160144
F,16,78.08158856975524
A,18,76.95979569409303
A,16,58.27940206134501
F,18,79.08961124433553
D,19,73.45077082848675
D,18,58.503580306967045
F,19,84.41699807185613
B,18,86.13942409398288
C,18,67.21733159387922
C,18,72.03992786424604
A,16,71.69939593545898
C,16,68.33890550889025
A,17,67.93668294685013
C,18,54.20168050438661
A,17,73.52540297866115
B,16,63.63823895425846
F,16,62.77254095865817
D,18,80.39520639108576
C,19,75.74542465443864
F,18,52.94964880814614
F,16,58.44896591997813
A,16,71.9761899917065
C,21,83.62867213405383
F,19,71.4032388667908
D,17,75.61227987046286
C,18,84.3943494254431
B,18,66.4146391942105
F,19,71.00834600860783
F,18,66.97809658492939
A,19,66.98860866777258
B,19,60.91983570072743
A,18,71.06064866015579
A,21,72.00866468527784
B,16,74.16664473884695
A,17,71.63332396842253
B,19,53.05469519272813
A,19,70.73478854537652
D,18,69.45670183919917
F,17,58.59794960337053
F,14,70.33918645389319
A,20,68.86038143639027
D,17,67.83962657162036
D,15,63.748578499428994
A,16,78.26244506338318
B,17,70.8600462099992
B,17,65.48930506511623
B,17,78.13042281040354
A,16,77.987552687072
F,16,77.46426371200981
A,18,55.9757543239831
A,20,84.64466833097308
B,16,66.74004899756896
B,20,91.3924794501279
C,17,64.77578720090978
C,17,75.90952990744482
F,18,62.088842575195464
F,16,74.91033750501765
D,17,50.704308665259745
C,18,69.11926919853398
A,15,70.37289118969416
C,17,75.10010573880497
C,17,63.67593539629128
F,18,61.03244504019456
B,20,64.96301658230396
A,18,78.29366406175163
A,18,88.895970809591
B,18,77.91687429100223
C,19,71.25696372960856
D,18,60.28038842189391
C,18,58.817401794704494
A,16,65.09404483255184
C,15,68.35697195664712
B,17,63.25117838754853
C,19,66.59722666000245
F,15,72.42067858068553
A,19,67.74576505801402
B,16,87.54253124269806
A,18,70.76243467524696
F,17,62.27309027421277
B,19,71.69682333078332
B,20,76.88626471183031
D,16,77.89546760561376
B,21,73.4390237720018
C,16,79.00828897213887
A,17,78.17260437268128
B,17,59.081986554197655
C,16,69.76663447914396
B,19,66.65033690774216
D,13,66.27434235530049
B,16,63.52929125122986
A,19,72.51381170053553
D,15,57.998048075440025
D,18,71.58891480896193
B,14,66.45795304939112
F,16,64.94260249141234
C,17,60.16473156100749
D,20,62.43690135335318
C,16,61.62602548287325
C,17,60.90947108311351
D,17,71.97979774676503
B,16,69.15500864578597
D,16,74.02378369191516
F,14,69.56834860341235
C,20,55.55986718789397
A,18,67.93621612786619
A,18,67.56200068633973
C,18,79.96556583734932
B,17,83.75960263955733
D,18,67.09449774803609
D,15,76.46565846808106
A,18,74.57859162448463
C,18,67.50584142234324
B,19,66.48211534631358
D,17,68.72380437358643
A,17,58.16215874187489
D,20,81.70069662423289
D,19,74.89694766933907
F,17,75.28730818891201
D,17,67.76613322848564
A,18,72.27585959544345
F,20,53.95353529304958
C,17,63.48890024851694
B,15,67.96330924458165
F,17,65.09366001496069
D,15,64.60053387134174
B,20,66.0011060429575
A,20,72.13027900875646
B,19,63.46282703777161
C,17,73.4244291233304
C,21,74.40225305939923
C,18,59.409932686400964
D,17,59.59809760510055
D,16,65.61729895623067
F,17,72.47000342540389
A,17,70.14422205605129
A,19,60.90759614149148
C,18,66.67194333680331
B,18,70.88128297683218
C,17,72.72084660070571
A,20,60.22976243497964
A,17,67.65873597550065
A,19,74.22473761252482
F,21,77.23207523522242
A,17,83.83860652396649
F,15,65.98132553633948
C,18,48.69866996550958
D,14,76.9405038517798
C,20,74.41534161542715
B,20,67.87715820810858
B,19,72.35400843077281
D,17,76.93463614325725
A,15,76.98131524585772
D,15,82.77573714599933
A,19,55.68049691098832
B,16,63.60258491424112
F,19,70.88567800527493
C,16,66.68330752536664
C,17,61.87613641424373
D,14,57.16723270289063
B,17,78.20464690503935
D,18,61.34000861388786
F,17,68.88273803298958
C,19,56.83310519584731
F,18,68.48963616724882
A,20,65.9470697281902
F,16,57.558025025035676
A,18,84.87387994679196
D,18,76.22459281151448
A,17,69.70851310565261
B,17,71.77782065887975
F,19,79.69551047100924
A,18,59.22477827189271
A,16,62.451163047487796
A,15,58.81035364851056
A,15,70.60155369292183
A,16,56.58380984336876
B,16,67.82969300051965
D,16,70.51275512770282
F,16,56.74129240049868
F,21,77.12646451594648
D,18,63.64783502899485
A,18,69.1608479681761
A,20,74.2091073386829
B,18,69.5163893590981
B,15,61.69217906053743
A,18,68.65212934490236
D,16,74.18999741299727
D,19,77.4175456431162
B,19,68.49152281474204
B,14,72.10460399733496
D,15,73.78884221306694
C,14,62.733047792710046
A,18,71.59364886189022
F,16,64.05083906952494
A,18,74.89297929396035
C,16,78.77505571837975
F,17,59.282700904624996
C,17,59.912990275526965
F,19,63.932314131834175
A,19,74.50797639467174
F,19,60.56843516442558
C,17,66.27677221353439
F,18,69.60743832131296
C,18,61.877284611589445
C,17,67.74347714775313
A,15,68.89319351081744
A,18,70.40056319720918
D,17,69.38631105383138
D,16,75.80677235768384
C,16,70.01297523890334
B,17,76.18027973292426
B,20,60.704885804628304
F,20,71.49633836116655
D,17,71.03650770046545
D,17,69.07661499488586
A,17,67.06589208873
C,17,78.21742975835718
F,17,64.2245756758987
C,17,57.380518286194736
A,19,71.90538122190769
F,17,75.18559728496534
D,17,78.18479757597349
D,17,54.60156644516357
D,19,57.83088940883168
F,18,66.30803663732976
B,16,72.16804151981377
B,18,65.87687526218534
B,17,82.5171903892326
D,21,60.54817958599832
D,15,79.71597019969755
C,17,67.65054800427106
C,17,64.01344224882968
D,17,62.61986860989511
C,18,61.34264750705885
D,14,63.42221748970842
C,18,70.38149395893437
C,17,72.71611816269566
C,16,80.92522967793799
B,18,67.61690327016852
B,18,50.01389568116719
B,15,61.4791957685853
C,18,61.389427827518446
B,20,91.04915823175423
A,20,59.33554908799633
D,19,64.63044394575184
F,18,64.80847296819235
B,17,87.95587901841641
F,17,61.598091983781416
A,20,69.27871530073328
D,16,76.05184483570459
C,20,76.00485827811619
F,19,67.69104330525576
D,16,69.08424244639814
F,18,82.78792481078223
F,18,66.90029788850221
B,19,65.8436843441853
C,16,74.64215410233888
C,20,72.98111930152436
F,21,60.34745424251203
D,18,64.32003685621743
B,17,62.653347290482564
C,20,86.92402553027948
A,14,72.12982725168061
C,19,75.05345665705964
B,18,55.306659855486764
D,16,76.99748072413686
B,14,57.24276184596607
B,16,64.00414937812383
A,19,51.7804342706917
D,19,71.4665301593301
C,17,60.034904154771915
D,17,71.01089542550238
D,17,60.831856808436285
C,16,58.711347661673784
A,14,66.28158093661962
A,17,60.77272995330395
F,19,71.37439718351497
B,18,64.9441713654683
B,19,76.965410541796
B,16,77.11173703592907
C,21,54.54906830031811
F,18,72.31237373412887
A,18,76.27741953090083
B,14,71.41494967198891
B,17,80.30780373726026
D,16,67.49742384006511
B,15,69.19934238267221
B,21,78.55977428886331
D,18,79.61230728462348
A,17,60.47667186819033
A,20,86.48878690579838
A,16,51.985221776494164
C,17,66.64107610762181
C,17,70.58957833240024
D,16,64.46492737708671
A,17,54.41371338287797
A,20,68.11007189998806
B,18,69.21187688999554
C,16,71.41010434479324
F,18,78.8006537445734
A,15,71.27628998849994
C,16,66.77460026289718
B,17,60.471772025222094
B,17,67.89543711581643
B,16,69.67004138537482
F,16,70.73829956523976
B,17,77.67863534485552
C,21,75.79810998258807
D,19,75.0706429389736
F,17,71.35212023182557
A,20,61.242606497058716
D,18,74.56412146192294
C,16,68.50912800428425
D,17,69.1669138329464
C,19,70.1692509075682
B,17,78.97401427682333
F,18,77.50462164646724
F,19,60.53801198871315
C,16,55.27289600986859
C,20,73.45958515847012
A,17,58.37379848495995
A,15,71.87203473306941
D,17,74.11404356033562
C,18,70.9059417037566
C,17,75.59794453745664
D,16,67.13911198312293
A,15,71.97083260312871
A,18,75.4086836295124
D,17,61.72750778906979
A,19,71.24034892761071
B,16,75.04409395541165
C,18,60.765046209281365
D,17,62.871743445692154
F,16,77.23158916446114
C,19,77.81049570879875
A,17,62.34885483264807
B,17,69.45356697067346
C,19,71.90587725617476
C,16,71.79136098973207
C,17,57.664295562627764
B,20,65.60285324842602
F,19,73.41413799034576
A,16,73.90491082292849
F,15,69.5036916024388
B,17,57.61869612007534
B,19,70.03926092805416
D,19,44.31069476315683
A,17,79.89406388733931
D,20,71.01134925377978
C,17,68.53792005147697
F,19,71.0001238449486
D,17,65.76000994355218
A,17,68.29449986698005
A,17,75.64531340158287
D,17,62.245274731218515
D,18,64.14209394061758
A,16,63.73385634344708
B,20,79.39815881585059
A,18,74.3673166582473
A,19,55.55595128980506
D,17,55.89564811170856
D,19,77.18185920149385
A,17,62.84109295815192
B,19,71.05772351090343
C,19,69.11624670024477
B,18,78.49732915810564
A,16,75.04829738793697
D,18,80.7530280993638
A,19,68.74246099252944
D,20,62.47099284481093
F,20,62.28836439963012
D,20,87.8022249656818
B,16,77.88867547286911
B,18,68.59375059060882
A,18,64.00625424183367
F,18,74.42791545247822
D,18,56.91186921691716
C,17,66.00072301532894
C,14,69.59812515436585
C,17,51.68188955594297
B,16,65.3165475008262
D,18,69.83756717707804
B,15,65.21220509430485
A,17,67.89442022430451
A,17,73.83827782672482
C,18,63.44258896317676
D,16,69.03586138510103
D,18,72.50388251841368
D,19,82.472680552866
A,18,65.44588246632007
C,16,81.82281266953484
C,18,73.73674271292826
B,17,72.48667302551893
D,18,68.36564504011866
B,18,59.34096772283038
F,19,72.70066130256907
D,17,75.3143174565279
F,21,86.73981432905131
B,21,61.091027051421165
F,17,66.08039288130041
C,15,75.19099428070602
A,16,66.01935391829565
A,18,65.47986548268472
F,17,75.15508533672433
D,16,69.31262093500337
B,19,74.05674675761782
A,18,74.10624338267885
F,17,67.14769505137176
B,17,66.76774240347227
C,20,81.66960186941631
A,18,63.87634738567407
A,20,74.33432986239401
A,15,66.01018436981063
A,17,68.76003119117834
D,20,62.49656683158086
A,18,67.46748102774656
C,19,68.04936245698615
B,15,82.30079636866513
F,16,75.18042908223347
C,16,72.15019219537429
D,18,58.031730962315706
D,17,57.33030934885116
C,18,79.4285331997292
D,17,80.44839352362334
A,15,65.89643460669348
A,19,64.963189682323
B,14,64.68211150312355
C,19,68.98214244804184
D,19,72.54236769558477
D,19,65.9289203118278
B,15,65.30953352393762
B,17,75.26297238227872
F,16,73.1214041139869
C,18,61.45994010799133
B,16,72.10442053305917
A,19,78.55321760690245
F,18,75.67247019000705
B,17,66.2665170664184
C,17,73.97696080585342
C,18,68.9773904699695
B,20,66.25806282103645
A,18,70.97016664552802
C,19,81.1532211930503
A,18,71.62211023006378
A,15,77.8722463953328
F,18,65.2194534726637
A,15,67.08884553809881
F,16,70.64227667321818
A,17,63.95515776201817
B,17,70.57066279444768
B,17,82.54866999004886
F,17,77.29845052626611
F,18,74.46974041676332
F,15,63.799046773073975
F,20,60.450765715195864
F,17,64.71865772831909
D,20,65.41930943797097
B,14,60.186013947529695
A,16,61.625586576002924
D,17,64.85987116241184
F,16,72.68389885625413
C,17,53.91195275603277
B,17,78.01348811913522
A,18,73.07868504382631
F,17,65.64334010777667
D,18,67.58949134257155
F,17,77.77412804905043
F,18,64.55718965125168
F,17,60.573896497305945
A,17,80.89267369589494
D,20,72.91031271126431
B,18,75.60510703729085
A,17,54.57076001404896
A,16,71.6625987505284
D,17,58.6741705624299
B,16,67.09203325728745
A,18,78.04620606298101
F,20,60.57319872172779
C,19,75.95279274362836
A,18,56.066385497608906
C,20,70.11441742379516
C,18,56.88165531989604
B,18,75.33301360839644
F,19,68.18112519786322
D,18,46.63260415209468
A,17,81.55297219696534
